,L1_orig,L2_orig,L3_orig,tuple_orig,count_orig,L1_edit,L2_edit,L3_edit
6748,Nyabiheke,Mutara,Rwanda,"('Nyabiheke', 'Mutara', 'Rwanda')",4,,,
6749,Nyabiheke Camp,Mutara Town,Rwanda,"('Nyabiheke Camp', 'Mutara Town', 'Rwanda')",1,,,
6750,Nyabileke,Kigali,Rwanda,"('Nyabileke', 'Kigali', 'Rwanda')",3,,,
6751,Nyabileke,Nairobi,Kenya,"('Nyabileke', 'Nairobi', 'Kenya')",1,,,
6752,Nyabileke,Nyabileke,Rwanda,"('Nyabileke', 'Nyabileke', 'Rwanda')",1,,,
6753,Nyacheki,Kisii,Kenya,"('Nyacheki', 'Kisii', 'Kenya')",6,,,
6754,Nyagatare,Kamembe,Rwanda,"('Nyagatare', 'Kamembe', 'Rwanda')",1,,,
6755,Nyagisuzi,Mfizi,Democratic Republic Of The Congo,"('Nyagisuzi', 'Mfizi', 'Democratic Republic Of The Congo')",1,,,
6756,Nyahera,Kisumu,Kenya,"('Nyahera', 'Kisumu', 'Kenya')",6,,,
6757,Nyahera,Nairobi,Kenya,"('Nyahera', 'Nairobi', 'Kenya')",1,,,
6758,Nyahururu,Nyahururu,Kenya,"('Nyahururu', 'Nyahururu', 'Kenya')",5,,,
6759,Nyahururu,Nyahururu,Laikipia,"('Nyahururu', 'Nyahururu', 'Laikipia')",2,,,
6760,Nyakach,Kendubay,Kenya,"('Nyakach', 'Kendubay', 'Kenya')",1,,,
6761,Nyakach,Kisumu,Kenya,"('Nyakach', 'Kisumu', 'Kenya')",3,,,
6762,Nyakaula,Muranga,Kenya,"('Nyakaula', 'Muranga', 'Kenya')",1,,,
6763,Nyakaura,Murangâ€™A,Kenya,"('Nyakaura', 'Murangâ€™A', 'Kenya')",2,,,
6764,Nyakaura,Nairobi,Kenya,"('Nyakaura', 'Nairobi', 'Kenya')",1,,,
6765,Nyakisozi,Nairobi,Kenya,"('Nyakisozi', 'Nairobi', 'Kenya')",1,,,
6766,Nyakisozi,Uvira,Congo,"('Nyakisozi', 'Uvira', 'Congo')",1,,,
6767,Nyakisozi,Uvira,Congo (Congo-Brazzaville),"('Nyakisozi', 'Uvira', 'Congo (Congo-Brazzaville)')",1,,,
6768,Nyakivari,Mbarara,Uganda,"('Nyakivari', 'Mbarara', 'Uganda')",2,,,
6769,Nyakoe,Kisii,Kenya,"('Nyakoe', 'Kisii', 'Kenya')",2,,,
6770,Nyakwathi,Kwekwe,Zimbabwe,"('Nyakwathi', 'Kwekwe', 'Zimbabwe')",8,,,
6771,Nyalenda,Kisumu,Kenya,"('Nyalenda', 'Kisumu', 'Kenya')",1,,,
6772,Nyali,Mombasa,Kenya,"('Nyali', 'Mombasa', 'Kenya')",9,,,
6773,Nyali,Nairobi,Kenya,"('Nyali', 'Nairobi', 'Kenya')",1,,,
6774,Nyama Villa,Nairobi,Kenya,"('Nyama Villa', 'Nairobi', 'Kenya')",3,,,
6775,Nyama Villa: Kayole,Nairobi,Kenya,"('Nyama Villa: Kayole', 'Nairobi', 'Kenya')",1,,,
6776,Nyamage,Kisii,Kenya,"('Nyamage', 'Kisii', 'Kenya')",1,,,
6777,Nyamakima,Nairobi,Kenya,"('Nyamakima', 'Nairobi', 'Kenya')",3,,,
6778,Nyamasaria,Kisumu,Kenya,"('Nyamasaria', 'Kisumu', 'Kenya')",2,,,
6779,Nyamataro,Kisii,Kenya,"('Nyamataro', 'Kisii', 'Kenya')",2,,,
6780,Nyamavilla,Nairobi,Kenya,"('Nyamavilla', 'Nairobi', 'Kenya')",1,,,
6781,Nyamavilla Kayole,Nyamavilla Kayole,Kenya,"('Nyamavilla Kayole', 'Nyamavilla Kayole', 'Kenya')",1,,,
6782,Nyambane,Johannesburg,South Africa,"('Nyambane', 'Johannesburg', 'South Africa')",1,,,
6783,Nyambane,Maputo,Mozambique,"('Nyambane', 'Maputo', 'Mozambique')",1,,,
6784,Nyambane,Mozambique,Mozambique,"('Nyambane', 'Mozambique', 'Mozambique')",2,,,
6785,Nyambane,Nyambane,Mozambique,"('Nyambane', 'Nyambane', 'Mozambique')",5,,,
6786,Nyamendlovu,Nyamendlovu,Zimbabwe,"('Nyamendlovu', 'Nyamendlovu', 'Zimbabwe')",1,,,
6787,Nyamira,Nairobi,Kenya,"('Nyamira', 'Nairobi', 'Kenya')",2,,,
6788,Nyamira,Nyamira,Kenya,"('Nyamira', 'Nyamira', 'Kenya')",20,,,
6789,Nyamira,Nyamira,Nyimira,"('Nyamira', 'Nyamira', 'Nyimira')",1,,,
6790,Nyamira Town,Nyamira,Kenya,"('Nyamira Town', 'Nyamira', 'Kenya')",2,,,
6791,Nyamirambo,Kigali,Rwanda,"('Nyamirambo', 'Kigali', 'Rwanda')",1,,,
6792,Nyamisozi,Uvira,Democratic Republic Of The Congo,"('Nyamisozi', 'Uvira', 'Democratic Republic Of The Congo')",1,,,
6793,Nyamurenge,Minembwe,Congo (Congo-Brazzaville),"('Nyamurenge', 'Minembwe', 'Congo (Congo-Brazzaville)')",1,,,
6794,Nyamurenge,Nairobi,Kenya,"('Nyamurenge', 'Nairobi', 'Kenya')",1,,,
6795,Nyandarua,Oruaraka,Kenya,"('Nyandarua', 'Oruaraka', 'Kenya')",1,,,
6796,Nyandarua,Orukarau,Kenya,"('Nyandarua', 'Orukarau', 'Kenya')",2,,,
6797,Nyandit,Akoba,South Sudan,"('Nyandit', 'Akoba', 'South Sudan')",1,,,
6798,Nyandit,Akobo,South Sudan,"('Nyandit', 'Akobo', 'South Sudan')",1,,,
6799,Nyangoge,Kisumu,Nyamira,"('Nyangoge', 'Kisumu', 'Nyamira')",3,,,
6800,Nyanguge,Kisumu,Kenya,"('Nyanguge', 'Kisumu', 'Kenya')",3,,,
6801,Nyankpala,Accra,Ghana,"('Nyankpala', 'Accra', 'Ghana')",2,,,
6802,Nyankpala,Tamale,Ghana,"('Nyankpala', 'Tamale', 'Ghana')",15,,,
6803,Nyanya,Abuja,Nigeria,"('Nyanya', 'Abuja', 'Nigeria')",3,,,
6804,Nyanya,Accra,Ghana,"('Nyanya', 'Accra', 'Ghana')",1,,,
6805,Nyanyadu,Newcastle,South Africa,"('Nyanyadu', 'Newcastle', 'South Africa')",1,,,
6806,Nyanyano,Accra,Ghana,"('Nyanyano', 'Accra', 'Ghana')",1,,,
6807,Nyaribari,Kisii,Kenya,"('Nyaribari', 'Kisii', 'Kenya')",2,,,
6808,Nyaribari,Nairobi,Kenya,"('Nyaribari', 'Nairobi', 'Kenya')",1,,,
6809,Nyaribari Chache,Kisii,Kenya,"('Nyaribari Chache', 'Kisii', 'Kenya')",1,,,
6810,Nyarimi,Nyarimi,Mozambique,"('Nyarimi', 'Nyarimi', 'Mozambique')",2,,,
6811,Nyaruhengeri,Mwaro,Burundi,"('Nyaruhengeri', 'Mwaro', 'Burundi')",2,,,
6812,Nyarutaranga,Kugisosi,Rwanda,"('Nyarutaranga', 'Kugisosi', 'Rwanda')",1,,,
6813,Nyatike,Migori,Kenya,"('Nyatike', 'Migori', 'Kenya')",1,,,
6814,Nyatike,Migori Town,Kenya,"('Nyatike', 'Migori Town', 'Kenya')",2,,,
6815,Nyatike Village,Migori Town,Kenya,"('Nyatike Village', 'Migori Town', 'Kenya')",1,,,
6816,Nyawita,Kisumu,Kenya,"('Nyawita', 'Kisumu', 'Kenya')",2,,,
6817,Nyayiera,Siaya,Kenya,"('Nyayiera', 'Siaya', 'Kenya')",2,,,
6818,Nyayo,Nairobi,Kenya,"('Nyayo', 'Nairobi', 'Kenya')",1,,,
6819,Nyayo Estate,Nairobi,Kenya,"('Nyayo Estate', 'Nairobi', 'Kenya')",1,,,
6820,Nyegeti,Kisii,Kenya,"('Nyegeti', 'Kisii', 'Kenya')",3,,,
6821,Nyegiti,Kisii,Kenya,"('Nyegiti', 'Kisii', 'Kenya')",2,,,
6822,Nyegiti,Nairobi,Kenya,"('Nyegiti', 'Nairobi', 'Kenya')",1,,,
6823,Nyembani,Maputo,Mozambique,"('Nyembani', 'Maputo', 'Mozambique')",9,,,
6824,Nyembani,Nyembani,Mozambique,"('Nyembani', 'Nyembani', 'Mozambique')",4,,,
6825,Nyeri,Nyeri,Kenya,"('Nyeri', 'Nyeri', 'Kenya')",17,,,
6826,Nyiaeso,Kumasi,Ghana,"('Nyiaeso', 'Kumasi', 'Ghana')",1,,,
6827,Nyinahin,Kumasi,Ghana,"('Nyinahin', 'Kumasi', 'Ghana')",4,,,
6828,Nzema,Takoradi,Ghana,"('Nzema', 'Takoradi', 'Ghana')",1,,,
6829,Nzhelele,Makhado,South Africa,"('Nzhelele', 'Makhado', 'South Africa')",1,,,
6830,O,O,O,"('O', 'O', 'O')",1,,,
6831,Oakland,San Francisco,Usa,"('Oakland', 'San Francisco', 'Usa')",1,,,
6832,Obaku,Birnin Kebbi,Nigeria,"('Obaku', 'Birnin Kebbi', 'Nigeria')",1,,,
6833,Obekai,Busia,Kenya,"('Obekai', 'Busia', 'Kenya')",5,,,
6834,Obemeng,Accra,Ghana,"('Obemeng', 'Accra', 'Ghana')",1,,,
6835,Obieye,Accra,Ghana,"('Obieye', 'Accra', 'Ghana')",5,,,
6836,Obiobete,Delta,Nigeria,"('Obiobete', 'Delta', 'Nigeria')",1,,,
6837,Obiogo,Orlu,Nigeria,"('Obiogo', 'Orlu', 'Nigeria')",2,,,
6838,Obo-Kwahu,Nkawkaw,Ghana,"('Obo-Kwahu', 'Nkawkaw', 'Ghana')",8,,,
6839,Obo_Kwahu,Obo,Ghana,"('Obo_Kwahu', 'Obo', 'Ghana')",1,,,
6840,Obojo,Accra,Ghana,"('Obojo', 'Accra', 'Ghana')",6,,,
6841,Obolloafor,Obolloafor,Nigeria,"('Obolloafor', 'Obolloafor', 'Nigeria')",1,,,
6842,Obomeng,Koforidua,Ghana,"('Obomeng', 'Koforidua', 'Ghana')",6,,,
6843,Obrakyere,Accra,Ghana,"('Obrakyere', 'Accra', 'Ghana')",3,,,
6844,Obuasi,Kumasi,Ghana,"('Obuasi', 'Kumasi', 'Ghana')",9,,,
6845,Obuasi,Obuasi,Ghana,"('Obuasi', 'Obuasi', 'Ghana')",1,,,
6846,Ocansey Junction,Madina,Ghana,"('Ocansey Junction', 'Madina', 'Ghana')",1,,,
6847,Oda,Agona Swedru,Ghana,"('Oda', 'Agona Swedru', 'Ghana')",6,,,
6848,Oda,Koforidua,Ghana,"('Oda', 'Koforidua', 'Ghana')",2,,,
6849,Oda,Oda,Ghana,"('Oda', 'Oda', 'Ghana')",2,,,
6850,Oda,Tana River,Kenya,"('Oda', 'Tana River', 'Kenya')",1,,,
6851,Oda (Twereso),Oda (Twereso),Ghana,"('Oda (Twereso)', 'Oda (Twereso)', 'Ghana')",4,,,
6852,Odawna,Accra,Ghana,"('Odawna', 'Accra', 'Ghana')",3,,,
6853,Ode Omu,Ife,Nigeria,"('Ode Omu', 'Ife', 'Nigeria')",1,,,
6854,Odoko,Accra,Ghana,"('Odoko', 'Accra', 'Ghana')",1,,,
6855,Odokor,Accra,Ghana,"('Odokor', 'Accra', 'Ghana')",3,,,
6856,Odokor,Odokor,Ghana,"('Odokor', 'Odokor', 'Ghana')",1,,,
6857,Odorkor,Accra,Ghana,"('Odorkor', 'Accra', 'Ghana')",8,,,
6858,Odorkor,Kaneshie,Ghana,"('Odorkor', 'Kaneshie', 'Ghana')",9,,,
6859,Odorkor ,Accra,Ghana,"('Odorkor ', 'Accra', 'Ghana')",2,,,
6860,Odorkor Official Town,Accra,Ghana,"('Odorkor Official Town', 'Accra', 'Ghana')",2,,,
6861,Odorkor Official Town In Accra,Odorkor Official Town In Accra,Ghana,"('Odorkor Official Town In Accra', 'Odorkor Official Town In Accra', 'Ghana')",1,,,
6862,Odumase,Accra,Ghana,"('Odumase', 'Accra', 'Ghana')",1,,,
6863,Odumase,Koforidua,Ghana,"('Odumase', 'Koforidua', 'Ghana')",6,,,
6864,Odumase,Odumase,Ghana,"('Odumase', 'Odumase', 'Ghana')",1,,,
6865,Odumase ,Accra,Ghana,"('Odumase ', 'Accra', 'Ghana')",1,,,
6866,Odumase Krobo,Accra,Ghana,"('Odumase Krobo', 'Accra', 'Ghana')",8,,,
6867,Odumase Krobo,Koforidua,Ghana,"('Odumase Krobo', 'Koforidua', 'Ghana')",5,,,
6868,Odumase Krobo,Odumase Krobo,Ghana,"('Odumase Krobo', 'Odumase Krobo', 'Ghana')",2,,,
6869,Odumase Krobo ,Accra,Ghana,"('Odumase Krobo ', 'Accra', 'Ghana')",1,,,
6870,Odumase- Krobo,Koforidua,Ghana,"('Odumase- Krobo', 'Koforidua', 'Ghana')",1,,,
6871,Odumase-Krobo,Accra,Ghana,"('Odumase-Krobo', 'Accra', 'Ghana')",1,,,
6872,Odumase-Krobo,Koforidua,Ghana,"('Odumase-Krobo', 'Koforidua', 'Ghana')",3,,,
6873,Odumase-Krobo ,Accra,Ghana,"('Odumase-Krobo ', 'Accra', 'Ghana')",1,,,
6874,Odumasr,Odumasr,Ghana,"('Odumasr', 'Odumasr', 'Ghana')",1,,,
6875,Of Adabraka Official Town ,Accra,Ghana,"('Of Adabraka Official Town ', 'Accra', 'Ghana')",1,,,
6876,Ofankor,Accra,Ghana,"('Ofankor', 'Accra', 'Ghana')",3,,,
6877,Ofankor,Achimota,Ghana,"('Ofankor', 'Achimota', 'Ghana')",1,,,
6878,Offa,Illorin,Nigeria,"('Offa', 'Illorin', 'Nigeria')",1,,,
6879,Offa,Ilorin,Nigeria,"('Offa', 'Ilorin', 'Nigeria')",3,,,
6880,Offinso,Accra,Ghana,"('Offinso', 'Accra', 'Ghana')",1,,,
6881,Offinso,Kumasi,Ghana,"('Offinso', 'Kumasi', 'Ghana')",4,,,
6882,Offinso Aborfo,Kumasi,Ghana,"('Offinso Aborfo', 'Kumasi', 'Ghana')",1,,,
6883,Oforikrom,Kumasi,Ghana,"('Oforikrom', 'Kumasi', 'Ghana')",1,,,
6884,Ofosu,Benin City,Nigeria,"('Ofosu', 'Benin City', 'Nigeria')",1,,,
6885,Ogbodjo,Accra,Ghana,"('Ogbodjo', 'Accra', 'Ghana')",5,,,
6886,Ogbodjo Industrial Area,Accra,Ghana,"('Ogbodjo Industrial Area', 'Accra', 'Ghana')",1,,,
6887,Ogbojo,Accra,Ghana,"('Ogbojo', 'Accra', 'Ghana')",6,,,
6888,Ogbojo,Ogbojo,Ghana,"('Ogbojo', 'Ogbojo', 'Ghana')",1,,,
6889,Ogbojo ,Accra,Ghana,"('Ogbojo ', 'Accra', 'Ghana')",1,,,
6890,Ogbojo East Legon,Accra,Ghana,"('Ogbojo East Legon', 'Accra', 'Ghana')",1,,,
6891,Ogembo,Kisii,Kenya,"('Ogembo', 'Kisii', 'Kenya')",3,,,
6892,Ogembo,Ogembo,Kenya,"('Ogembo', 'Ogembo', 'Kenya')",1,,,
6893,Ogui,Enugu,Nigeria,"('Ogui', 'Enugu', 'Nigeria')",6,,,
6894,Ogun State,Ogun State,Nigeria,"('Ogun State', 'Ogun State', 'Nigeria')",1,,,
6895,Ogunu,Warri,Nigeria,"('Ogunu', 'Warri', 'Nigeria')",2,,,
6896,Ohaukwu,Ohaukwu,Nigeria,"('Ohaukwu', 'Ohaukwu', 'Nigeria')",1,,,
6897,Ohio,Ohio,Usa,"('Ohio', 'Ohio', 'Usa')",1,,,
6898,Oja Aba,Ilesa,Nigeria,"('Oja Aba', 'Ilesa', 'Nigeria')",2,,,
6899,Ojo,Lagos,Ghana,"('Ojo', 'Lagos', 'Ghana')",2,,,
6900,Ojo,Lagos,Nigeria,"('Ojo', 'Lagos', 'Nigeria')",2,,,
6901,Ojodu,Lagos,Nigeria,"('Ojodu', 'Lagos', 'Nigeria')",5,,,
6902,Ojota,Legos,Nigeria,"('Ojota', 'Legos', 'Nigeria')",1,,,
6903,Okaishie,Accra,Ghana,"('Okaishie', 'Accra', 'Ghana')",1,,,
6904,Okaria,Aba,Nigeria,"('Okaria', 'Aba', 'Nigeria')",11,,,
6905,Oke Ira,Lagos,Nigeria,"('Oke Ira', 'Lagos', 'Nigeria')",1,,,
6906,Okeriya,Abakaliki,Nigeria,"('Okeriya', 'Abakaliki', 'Nigeria')",8,,,
6907,Okeriya ,Accra,Ghana,"('Okeriya ', 'Accra', 'Ghana')",1,,,
6908,Okorstuenshi In Jamestown,-1,-1,"('Okorstuenshi In Jamestown', '-1', '-1')",1,,,
6909,Okortsuenshi In Jamestown,-1,-1,"('Okortsuenshi In Jamestown', '-1', '-1')",1,,,
6910,Okun,Lagos,Nigeria,"('Okun', 'Lagos', 'Nigeria')",1,,,
6911,Ol Kalou,Nairobi,Kenya,"('Ol Kalou', 'Nairobi', 'Kenya')",1,,,
6912,Ol Kalou,Ol Kalou,Kenya,"('Ol Kalou', 'Ol Kalou', 'Kenya')",4,,,
6913,Olasi,Kisumu,Kenya,"('Olasi', 'Kisumu', 'Kenya')",7,,,
6914,Old ,Accra,Ghana,"('Old ', 'Accra', 'Ghana')",3,,,
6915,Old  Fadama,Accra,Ghana,"('Old  Fadama', 'Accra', 'Ghana')",6,,,
6916,Old  Fadama ,Accra,Ghana,"('Old  Fadama ', 'Accra', 'Ghana')",1,,,
6917,Old  Mosque Area~ Old Fadama,Accra,Ghana,"('Old  Mosque Area~ Old Fadama', 'Accra', 'Ghana')",1,,,
6918,Old Estate,Koforidua,Ghana,"('Old Estate', 'Koforidua', 'Ghana')",1,,,
6919,Old Fa Old Fadama,Accra,Ghana,"('Old Fa Old Fadama', 'Accra', 'Ghana')",1,,,
6920,Old Fadama,-1,-1,"('Old Fadama', '-1', '-1')",59,,,
6921,Old Fadama,Accr,Ghana,"('Old Fadama', 'Accr', 'Ghana')",1,,,
6922,Old Fadama,Accra,Ghana,"('Old Fadama', 'Accra', 'Ghana')",620,,,
6923,Old Fadama,Accra,Ghanana,"('Old Fadama', 'Accra', 'Ghanana')",1,,,
6924,Old Fadama,Adabaraka,Ghana,"('Old Fadama', 'Adabaraka', 'Ghana')",4,,,
6925,Old Fadama,Agbobloshie,Ghana,"('Old Fadama', 'Agbobloshie', 'Ghana')",3,,,
6926,Old Fadama,Circle,Ghana,"('Old Fadama', 'Circle', 'Ghana')",5,,,
6927,Old Fadama,Kaneshie,Ghana,"('Old Fadama', 'Kaneshie', 'Ghana')",48,,,
6928,Old Fadama,Kantamato,Ghana,"('Old Fadama', 'Kantamato', 'Ghana')",1,,,
6929,Old Fadama,Old Fadama,Ghana,"('Old Fadama', 'Old Fadama', 'Ghana')",7,,,
6930,Old Fadama,Tamale,Ghana,"('Old Fadama', 'Tamale', 'Ghana')",1,,,
6931,Old Fadama ,Accra,Ghana,"('Old Fadama ', 'Accra', 'Ghana')",81,,,
6932,Old Fadama 9,Accra,Ghana,"('Old Fadama 9', 'Accra', 'Ghana')",1,,,
6933,Old Fadama Behind The Police Station,Accra,Ghana,"('Old Fadama Behind The Police Station', 'Accra', 'Ghana')",1,,,
6934,Old Fadama Bimbilla  Station,Accra,Ghana,"('Old Fadama Bimbilla  Station', 'Accra', 'Ghana')",1,,,
6935,Old Fadama Brazil,Accra,Ghana,"('Old Fadama Brazil', 'Accra', 'Ghana')",3,,,
6936,Old Fadama Galloway,Accra,Ghana,"('Old Fadama Galloway', 'Accra', 'Ghana')",3,,,
6937,Old Fadama Kokonte Junction,-1,-1,"('Old Fadama Kokonte Junction', '-1', '-1')",1,,,
6938,Old Fadama Lorry Park,Accra,Ghana,"('Old Fadama Lorry Park', 'Accra', 'Ghana')",1,,,
6939,Old Fadama Police Station,Accra,Ghana,"('Old Fadama Police Station', 'Accra', 'Ghana')",1,,,
6940,Old Fadama R,-1,-1,"('Old Fadama R', '-1', '-1')",1,,,
6941,Old Fadama Sikkens,Accra,Ghana,"('Old Fadama Sikkens', 'Accra', 'Ghana')",2,,,
6942,Old Fadama Yam Market Area,Accra,Ghana,"('Old Fadama Yam Market Area', 'Accra', 'Ghana')",1,,,
6943,Old Lebengula,Bulawayo,Zimbabwe,"('Old Lebengula', 'Bulawayo', 'Zimbabwe')",1,,,
6944,Old Lobengula,Bulawayo,Zimbabwe,"('Old Lobengula', 'Bulawayo', 'Zimbabwe')",2,,,
6945,Old Lobengula,Bulawayothats,Zimbabwe,"('Old Lobengula', 'Bulawayothats', 'Zimbabwe')",1,,,
6946,Old Lobengula,Njube,Zimbabwe,"('Old Lobengula', 'Njube', 'Zimbabwe')",1,,,
6947,Old Lobengula Zimbabwe,Old Lobengula,Zimbabwe,"('Old Lobengula Zimbabwe', 'Old Lobengula', 'Zimbabwe')",1,,,
6948,Old Mosque Area~ Old Fadama,Accra,Ghana,"('Old Mosque Area~ Old Fadama', 'Accra', 'Ghana')",1,,,
6949,Olebu,Accra,Ghana,"('Olebu', 'Accra', 'Ghana')",1,,,
6950,Olekasasi(Rongai),Nairobi,Kenya,"('Olekasasi(Rongai)', 'Nairobi', 'Kenya')",1,,,
6951,Olerai,Nairobi,Kenya,"('Olerai', 'Nairobi', 'Kenya')",1,,,
6952,Olerai ( Rongai),Nairobi,Kenya,"('Olerai ( Rongai)', 'Nairobi', 'Kenya')",1,,,
6953,Olerai(Rongai),Nairobi,Kenya,"('Olerai(Rongai)', 'Nairobi', 'Kenya')",1,,,
6954,Olivan,Johannesburg,South Africa,"('Olivan', 'Johannesburg', 'South Africa')",1,,,
6955,Oliven,Oliven,South Africa,"('Oliven', 'Oliven', 'South Africa')",1,,,
6956,Olivern,Johannesburg,South Africa,"('Olivern', 'Johannesburg', 'South Africa')",1,,,
6957,Omunteke,Omunteke,Nigeria,"('Omunteke', 'Omunteke', 'Nigeria')",1,,,
6958,Omuye,Busia,Kenya,"('Omuye', 'Busia', 'Kenya')",1,,,
6959,Omyekwe,Orsumughu,Nigeria,"('Omyekwe', 'Orsumughu', 'Nigeria')",1,,,
6960,On The Streets,Johannesburg,South Africa,"('On The Streets', 'Johannesburg', 'South Africa')",1,,,
6961,One Way,-1,-1,"('One Way', '-1', '-1')",2,,,
6962,Ongata  Rongai,Nairobi,Kenya,"('Ongata  Rongai', 'Nairobi', 'Kenya')",1,,,
6963,Ongata Rongai,-1,-1,"('Ongata Rongai', '-1', '-1')",20,,,
6964,Ongata Rongai,Ayego,Kenya,"('Ongata Rongai', 'Ayego', 'Kenya')",1,,,
6965,Ongata Rongai,Kajiado,Kenya,"('Ongata Rongai', 'Kajiado', 'Kenya')",3,,,
6966,Ongata Rongai,Nairobi,Democratic Republic Of The Congo,"('Ongata Rongai', 'Nairobi', 'Democratic Republic Of The Congo')",1,,,
6967,Ongata Rongai,Nairobi,Kenya,"('Ongata Rongai', 'Nairobi', 'Kenya')",398,,,
6968,Ongata Rongai,Ongata Rongai,Kenya,"('Ongata Rongai', 'Ongata Rongai', 'Kenya')",3,,,
6969,Ongata Rongai ,Nairobi,Kenya,"('Ongata Rongai ', 'Nairobi', 'Kenya')",17,,,
6970,Ongata Rongai ( Nairobi Women'S Hospital),Nairobi,Kenya,"(""Ongata Rongai ( Nairobi Women'S Hospital)"", 'Nairobi', 'Kenya')",1,,,
6971,Ongata Rongai Center,Nairobi,Kenya,"('Ongata Rongai Center', 'Nairobi', 'Kenya')",1,,,
6972,Ongata Rongai Gataka,-1,-1,"('Ongata Rongai Gataka', '-1', '-1')",1,,,
6973,Ongata Rongai Kware,-1,-1,"('Ongata Rongai Kware', '-1', '-1')",1,,,
6974,Ongata Rongai Kware,Nairobi,Kenya,"('Ongata Rongai Kware', 'Nairobi', 'Kenya')",1,,,
6975,Ongata Rongai Tuskys,Nairobi,Kenya,"('Ongata Rongai Tuskys', 'Nairobi', 'Kenya')",1,,,
6976,Ongata Rongai _ Njambi Area,Nairobi,Kenya,"('Ongata Rongai _ Njambi Area', 'Nairobi', 'Kenya')",1,,,
6977,Ongata Rongai_ Kware,Nairobi,Kenya,"('Ongata Rongai_ Kware', 'Nairobi', 'Kenya')",1,,,
6978,Ongata Rongai_Maasai Mall,Nairobi,Kenya,"('Ongata Rongai_Maasai Mall', 'Nairobi', 'Kenya')",1,,,
6979,Ongata Rongai~ Kware,-1,-1,"('Ongata Rongai~ Kware', '-1', '-1')",1,,,
6980,Ongata Ronga~ Ngong~ Kiserian,Nairobi,Kenya,"('Ongata Ronga~ Ngong~ Kiserian', 'Nairobi', 'Kenya')",1,,,
6981,Ongata-Rongai,Nairobi,Kenya,"('Ongata-Rongai', 'Nairobi', 'Kenya')",10,,,
6982,Onicha,Anambra State,Nigeria,"('Onicha', 'Anambra State', 'Nigeria')",1,,,
6983,Onisha,Onitsha,Nigeria,"('Onisha', 'Onitsha', 'Nigeria')",1,,,
6984,Onitsha,Anambra,Nigeria,"('Onitsha', 'Anambra', 'Nigeria')",4,,,
6985,Onitsha,Anambra State,Nigeria,"('Onitsha', 'Anambra State', 'Nigeria')",1,,,
6986,Onitsha,Onitsha,Nigeria,"('Onitsha', 'Onitsha', 'Nigeria')",12,,,
6987,Only Came Here After Transkei,Johannesburg,South Africa,"('Only Came Here After Transkei', 'Johannesburg', 'South Africa')",1,,,
6988,Only God Can Determine,Only God Knows,Only God Knows,"('Only God Can Determine', 'Only God Knows', 'Only God Knows')",1,,,
6989,Only God Knows,Only God Knows,Only God Knows,"('Only God Knows', 'Only God Knows', 'Only God Knows')",1,,,
6990,Ontario,Ontario,Canada,"('Ontario', 'Ontario', 'Canada')",1,,,
6991,Oo,Oo,Oo,"('Oo', 'Oo', 'Oo')",1,,,
6992,Opapo,Rongo,Kenya,"('Opapo', 'Rongo', 'Kenya')",6,,,
6993,Opeibia,Accra,Ghana,"('Opeibia', 'Accra', 'Ghana')",3,,,
6994,Opera Square,Accra,Ghana,"('Opera Square', 'Accra', 'Ghana')",1,,,
6995,Opera Square Area,Accra,Ghana,"('Opera Square Area', 'Accra', 'Ghana')",1,,,
6996,Oraifite,Nnewi,Nigeria,"('Oraifite', 'Nnewi', 'Nigeria')",1,,,
6997,Orange Farm,Johannesburg,South Africa,"('Orange Farm', 'Johannesburg', 'South Africa')",17,,,
6998,Orange Farm,Orange Farm,Sa,"('Orange Farm', 'Orange Farm', 'Sa')",1,,,
6999,Orange Farm,Vaal,Sa,"('Orange Farm', 'Vaal', 'Sa')",2,,,
7000,Orange Farm,Vanderbijlpark,Sa,"('Orange Farm', 'Vanderbijlpark', 'Sa')",1,,,
7001,Orange Farm,Vereeniging,Johannesburg,"('Orange Farm', 'Vereeniging', 'Johannesburg')",1,,,
7002,Orange Groove,Johannesburg,Sa,"('Orange Groove', 'Johannesburg', 'Sa')",5,,,
7003,Orange Groove,Johannesburg,South Africa,"('Orange Groove', 'Johannesburg', 'South Africa')",2,,,
7004,Oregun,Lagos,Nigeria,"('Oregun', 'Lagos', 'Nigeria')",1,,,
7005,Original Country,Original Country,Original Country,"('Original Country', 'Original Country', 'Original Country')",1,,,
7006,Orile,Lagos,Nigeria,"('Orile', 'Lagos', 'Nigeria')",1,,,
7007,Orlando,Johannesburg,South Africa,"('Orlando', 'Johannesburg', 'South Africa')",2,,,
7008,Orlu,Accra,Ghana,"('Orlu', 'Accra', 'Ghana')",1,,,
7009,Orlu,Imo State,Nigeria,"('Orlu', 'Imo State', 'Nigeria')",1,,,
7010,Orlu,Orlu,Nigeria,"('Orlu', 'Orlu', 'Nigeria')",1,,,
7011,Orlu,Owari,Nigeria,"('Orlu', 'Owari', 'Nigeria')",2,,,
7012,Ormacho,Horsam,Ethiopia,"('Ormacho', 'Horsam', 'Ethiopia')",4,,,
7013,Ormacho,Horsham,Ethiopia,"('Ormacho', 'Horsham', 'Ethiopia')",1,,,
7014,Ormiya,Arkumbe,Ethiopia,"('Ormiya', 'Arkumbe', 'Ethiopia')",1,,,
